,favorites,retweets,tweets
1843,87742,18491,"Some of the Fake News Media likes to say that I am not totally engaged in healthcare. Wrong, I know the subject well &amp; want victory for U.S."
1844,81514,19660,The failing @nytimes writes false story after false story about me. They don't even call to verify the facts of a story. A Fake News Joke!
1845,88773,17192,"I just finished a great meeting with the Republican Senators concerning HealthCare. They really want to get it right, unlike OCare!"
1846,75959,14933,"With ZERO Democrats to help, and a failed, expensive and dangerous ObamaCare as the Dems legacy, the Republican Senators are working hard!"
1847,107157,31963,"So they caught Fake News CNN cold, but what about NBC, CBS &amp; ABC? What about the failing @nytimes &amp; @washingtonpost? They are all Fake News!"
1848,116119,31541,Fake News CNN is looking at big management changes now that they got caught falsely pushing their phony Russian stories. Ratings way down!
1849,119206,32506,"Wow, CNN had to retract big story on ""Russia,"" with 3 employees forced to resign. What about all the other phony stories they do? FAKE NEWS!"
1850,106134,23261,"Great day for America's future Security and Safety, courtesy of the U.S. Supreme Court. I will keep fighting for the American people, &amp; WIN!"
1851,70627,17745,"From @FoxNews ""Bombshell: In 2016, Obama dismissed idea that anyone could rig an American election.""  Check out his statement - Witch Hunt!"
1852,134232,34093,Very grateful for the 9-O decision from the U. S. Supreme Court. We must keep America SAFE!
1853,68992,14929,"Republican Senators are working very hard to get there, with no help from the Democrats. Not easy! Perhaps just let OCare crash &amp; burn!"
1854,83960,18785,"..under a magnifying glass, they have zero ""tapes"" of T people colluding. There is no collusion &amp; no obstruction. I should be given apology!"
1855,73366,18568,The real story is that President Obama did NOTHING after being informed in August about Russian meddling. With 4 months looking at Russia...
1856,68758,15576,"...and did not want to ""rock the boat."" He didn't ""choke,"" he colluded or obstructed, and it did the Dems and Crooked Hillary no good."
1857,88831,24358,The reason that President Obama did NOTHING about Russia after being notified by the CIA of meddling is that he expected Clinton would win..
1858,80068,19857,"The Democrats have become nothing but OBSTRUCTIONISTS, they have no policies or ideas. All they do is delay and complain.They own ObamaCare!"
1859,102786,25863,Hillary Clinton colluded with the Democratic Party in order to beat Crazy Bernie Sanders. Is she allowed to so collude? Unfair to Bernie!
1860,155966,44567,MAKE AMERICA GREAT AGAIN!
1861,83634,18886,I cannot imagine that these very fine Republican Senators would allow the American people to suffer a broken ObamaCare any longer!
1862,84934,22349,"Obama Administration official said they ""choked"" when it came to acting on Russian meddling of election. They didn't want to hurt Hillary?"
1863,85583,20751,"Since the Obama Administration was told way before the 2016 Election that the Russians were meddling, why no action? Focus on them, not T!"
1864,78288,20128,"Democrats slam GOP healthcare proposal as Obamacare premiums &amp; deductibles increase by over 100%. Remember keep your doctor, keep your plan?"
1865,99821,29693,Just out: The Obama Administration knew far in advance of November 8th about election meddling by Russia. Did nothing about it. WHY?
1866,47904,11868,WEEKLY ADDRESS🇺🇸 https://t.co/P1f12i9Gvt
1867,70952,16205,"Today, it was a tremendous honor for me to sign the #VAaccountability Act into law, delivering my campaign promise… https://t.co/G0k8nFWqNj"
1868,116957,24673,"I've helped pass and signed 38 Legislative Bills, mostly with no Democratic support, and gotten rid of massive amounts of regulations. Nice!"
1869,47627,6342,Will be on @foxandfriends. Enjoy!
1870,52573,9836,.@FLOTUS &amp; I were honored to host our first WH Congressional Picnic. A wonderful evening &amp; tradition. @MarineBand:… https://t.co/h5L4myWmam
1871,54474,11475,We're all thinking of you @SteveScalise! #TeamScalise https://t.co/Yqf6exhm7x
1872,59499,12730,"Together, we are going to MAKE AMERICA GREAT AGAIN!
#AmericaFirst🇺🇸 https://t.co/MVJbs44AtR"
1873,53469,10754,"I am very supportive of the Senate #HealthcareBill. Look forward to making it really special! Remember, ObamaCare is dead."
1874,136931,42197,"Mexico was just ranked the second deadliest country in the world, after only Syria. Drug trade is largely the cause. We will BUILD THE WALL!"
1875,49747,12462,"As promised, our campaign against the MS-13 gang continues. 

""@ICEgov Busts 39 MS-13 Members in New York Operation""
https://t.co/ki41GXeCMy"
1876,53419,12648,"...whether there are ""tapes"" or recordings of my conversations with James Comey, but I did not make, and do not have, any such recordings."
1877,61086,13974,"With all of the recently reported electronic surveillance, intercepts, unmasking and illegal leaking of information, I have no idea..."
1878,97006,25560,I certainly hope the Democrats do not force Nancy P out. That would be very bad for the Republican Party - and please let Cryin' Chuck stay!
1879,89529,24271,"...Why did the DNC REFUSE to turn over its Server to the FBI, and still hasn't? It's all a big Dem scam and excuse for losing the election!"
1880,72085,19019,...Why did Democratic National Committee turn down the DHS offer to protect against hacks (long prior to election). It's all a big Dem HOAX!
1881,91929,25453,"By the way, if Russia was working so hard on the 2016 Election, it all took place during the Obama Admin. Why didn't they stop them?"
1882,71323,18457,Former Homeland Security Advisor Jeh Johnson is latest top intelligence official to state there was no grand scheme between Trump &amp; Russia.
1883,65330,9839,Great night in Iowa - special people. Thank you!
1884,49587,8500,Thank you Kirkwood Community College. Heading to the U.S. Cellular Center now for an 8pmE MAKE AMERICA GREAT AGAIN… https://t.co/n6LS32a6Zn
1885,59550,7969,Just landed in Iowa. See everyone soon! #MAGA🇺🇸
1886,112956,27233,"Democrats would do much better as a party if they got together with Republicans on Healthcare,Tax Cuts,Security. Obstruction doesn't work!"
1887,126105,33779,"Well, the Special Elections are over and those that want to MAKE AMERICA GREAT AGAIN are 5 and O! All the Fake News, all the money spent = 0"
1888,79249,15109,Ralph Norman ran a fantastic race to win in the Great State of South Carolina's 5th District. We are all honored by your success tonight!
1889,114690,24169,"Congratulations to Karen Handel on her big win in Georgia 6th. Fantastic job, we are all very proud of you!"
1890,88187,17815,"Thank you @FoxNews ""Huge win for President Trump and GOP in Georgia Congressional Special Election."""
1891,67106,9744,Things are looking great for Karen H!
1892,45602,8812,"It was a great honor to welcome President Petro Poroshenko of Ukraine to the @WhiteHouse today with @VP Pence.
➡️… https://t.co/J1ulOd6pYQ"
1893,79656,17568,"While I greatly appreciate the efforts of President Xi &amp; China to help with North Korea, it has not worked out. At least I know China tried!"
1894,61278,14079,The U.S. once again condemns the brutality of the North Korean regime as we mourn its latest victim. Video: https://t.co/Rvm11ZbPk7
1895,78840,20488,"KAREN HANDEL FOR CONGRESS. She will fight for lower taxes, great healthcare strong security-a hard worker who will never give up! VOTE TODAY"
1896,67542,18510,"Democrat Jon Ossoff, who wants to raise your taxes to the highest level and is weak on crime and security, doesn't even live in district."
1897,78891,19928,"Big day tomorrow in Georgia and South Carolina. ObamaCare is dead. Dems want to raise taxes big! They can only obstruct, no ideas. Vote ""R"""
1898,67980,16639,Melania and I offer our deepest condolences to the family of Otto Warmbier. Full statement: https://t.co/8kmcA6YtFD https://t.co/EhrP4BiJeB
1899,37514,6890,"It was my great honor to welcome President @JC_Varela &amp; Mrs. Varela from Panama this afternoon.🇺🇸🇵🇦
➡️… https://t.co/770OJj2uYb"
1900,41901,10316,"....because he doesn't even live there! He wants to raise taxes and kill healthcare. On Tuesday, #VoteKarenHandel."
1901,53860,16066,Karen Handel's opponent in #GA06 can't even vote in the district he wants to represent....
1902,38707,7957,....getting great border security and healthcare. #VoteRalphNorman tomorrow!
1903,51416,12558,"Ralph Norman, who is running for Congress in SC's 5th District, will be a fantastic help to me in cutting taxes, and...."
1904,54010,12032,My heartfelt thoughts and prayers are with the 7 @USNavy sailors of the #USSFitzgerald and their families. ➡️… https://t.co/L3u5c8Iymh
1905,81591,22104,"The Dems want to stop tax cuts, good healthcare and Border Security.Their ObamaCare is dead with 100% increases in P's. Vote now for Karen H"
1906,104809,17414,Camp David is a very special place. An honor to have spent the weekend there. Military runs it so well and are so proud of what they do!
1907,100594,22211,"The new Rasmussen Poll, one of the most accurate in the 2016 Election, just out with a Trump 50% Approval Rating.That's higher than O's #'s!"
1908,85724,17378,"...massive regulation cuts, 36 new legislative bills signed, great new S.C.Justice, and Infrastructure, Healthcare and Tax Cuts in works!"
1909,98216,20467,"The MAKE AMERICA GREAT AGAIN agenda is doing very well despite the distraction of the Witch Hunt. Many new jobs, high business enthusiasm,.."
1910,82556,19505,Thoughts and prayers with the sailors of USS Fitzgerald and their families. Thank you to our Japanese allies for th… https://t.co/BBvmTFxVkk
1911,101252,20250,Back from Miami where my Cuban/American friends are very happy with what I signed today. Another campaign promise that I did not forget!
1912,42439,9054,"""National Security Presidential Memorandum on Strengthening the Policy of the United States Toward Cuba""
Memorandum… https://t.co/RVr9Dg2hXt"
1913,44653,10164,"""Remarks by President Trump on the Policy of the U.S.A. Towards Cuba""
Video: https://t.co/jUWCjgxX5D
Transcript:… https://t.co/hILCHbPJet"
1914,70059,17419,Great news! #MAGA https://t.co/pirHR7lAyT
1915,148430,46985,I am being investigated for firing the FBI Director by the man who told me to fire the FBI Director! Witch Hunt
1916,108570,23834,"Despite the phony Witch Hunt going on in America, the economic &amp; jobs numbers are great. Regulations way down, jobs and enthusiasm way up!"
1917,130112,27818,The Fake News Media hates when I use what has turned out to be my very powerful Social Media - over 100 million people! I can go around them
1918,106034,24525,"After 7 months of investigations &amp; committee hearings about my ""collusion with the Russians,""  nobody has been able to show any proof. Sad!"
1919,72723,16408,#CongressionalBaseballGame⚾️ https://t.co/u8InOJTf6D
1920,47635,9108,"Thank you Wisconsin! Tuesday was a great success for #WorkforceWeek at @WCTC w/ @IvankaTrump &amp; @GovWalker. 
Remarks… https://t.co/L8o396yYKX"
1921,147780,52047,"Crooked H destroyed phones w/ hammer, 'bleached' emails, &amp; had husband meet w/AG days before she was cleared- &amp; they talk about obstruction?"
1922,119654,35218,"Why is that Hillary Clintons family and Dems dealings with Russia are not looked at, but my non-dealings are?"
1923,117157,34319,You are witnessing the single greatest WITCH HUNT in American political history - led by some very bad and conflicted people!  #MAGA
